motif_id	motif_name	tf_class	region_type	n_hits	n_genes	mean_score	mean_dist
MA1460.2	pho	More than 3 adjacent zinc fingers	upstream_distal	10037	10037		-6000.50702401116
MA0536.2	pnr	C4-GATA-related	upstream_distal	3847	3847		-6000.51104756953
MA0200.2	Pph13	Paired-related HD factors	upstream_distal	23363	23363		-6000.29456833455
MA0239.2	prd	""	upstream_distal	8731	8731		-6000.50108807697
MA0243.2	sd	TEF-1-related factors	upstream_distal	14032	14032		-6000.34934435576
MA0458.2	slp1	FOX	upstream_distal	16206	16206		-6000.51301986918
MA0086.3	sna	More than 3 adjacent zinc fingers	upstream_distal	14992	14992		-6000.51140608325
MA0532.2	Stat92E	STAT factors	upstream_distal	12193	12193		-6000.51029279095
MA1461.2	sv	Paired domain only	upstream_distal	12188	12188		-6000.21931407942
MA0247.3	tin	Homeo	upstream_distal	13324	13324		-6000.50863104173
MA0205.3	Trl	More than 3 adjacent zinc fingers	upstream_distal	19057	19057		-6000.17001626699
MA0249.3	twi	Tal-related	upstream_distal	17498	17498		-6000.50908675277
MA0094.3	Ubx	HOX	upstream_distal	20771	20771		-6000.4021472245
MA0016.2	usp	RXR-related receptors (NR2)	upstream_distal	12363	12363		-6000.50942327914
MA1462.2	vfl	More than 3 adjacent zinc fingers	upstream_distal	12147	12147		-6000.215773442
MA0252.2	vis	TALE-type homeo domain factors	upstream_distal	25113	25113		-6000.02679886911
MA0255.2	z	""	upstream_distal	15529	15529		-6000.26737072574
MA0257.2	zen2	HOX	upstream_distal	23363	23363		-6000.29456833455
MA1438.2	atf-7	Jun-related	upstream_distal	12334	12334		-6000.4998378466
MA1444.2	cebp-1	CEBP-related	upstream_distal	9402	9402		-6000.21378430121
MA0264.2	ceh-22	NK	upstream_distal	14132	14132		-6000.50884517407
MA1699.2	ceh-38	HD-CUT	upstream_distal	18119	18119		-6000.50924443954
MA0921.2	ceh-48	HD-CUT	upstream_distal	25113	25113		-6000.0191136065
MA0538.2	daf-12	C4-GATA-related	upstream_distal	18289	18289		-6000.35956039149
MA1446.2	daf-16	FOX	upstream_distal	16458	16458		-6000.50856726212
MA0919.2	dsc-1	Paired-related HD factors	upstream_distal	23363	23363		-6000.29456833455
MA0541.2	efl-1	E2F	upstream_distal	10770	10770		-6000.50575673166
MA1701.2	elt-2	C4-GATA-related	upstream_distal	6752	6752		-6000.50651658768
MA1439.2	elt-6	C4-GATA-related	upstream_distal	24511	24511		-6000.3040675615
MA0543.2	eor-1	More than 3 adjacent zinc fingers	upstream_distal	24001	24001		-6000.10016249323
MA0920.2	fkh-2	FOX	upstream_distal	22762	22762		-6000.25309726738
MA0545.2	hlh-1	MyoD/ASC-related factors	upstream_distal	15177	15177		-6000.26190946827
MA1449.2	hlh-30	bHLH-ZIP	upstream_distal	7316	7316		-6000.50478403499
MA0923.2	lim-4	HD-LIM	upstream_distal	20771	20771		-6000.4021472245
MA1441.2	lim-7	HD-LIM	upstream_distal	24666	24666		-6000.30576502068
MA1450.2	lin-54	""	upstream_distal	14863	14863		-6000.50972212878
MA1703.2	pqm-1	Factors with multiple dispersed zinc fingers	upstream_distal	12229	12229		-6000.32308447134
MA0547.2	skn-1	Jun-related	upstream_distal	19712	19712		-6000.51034902598
MA0925.2	sma-4	SMAD factors	upstream_distal	17247	17247		-6000.50988577724
MA1443.2	unc-30	Paired-related HD factors	upstream_distal	22273	22273		-6000.21995240875
MA0918.2	unc-62	TALE-type homeo domain factors	upstream_distal	14237	14237		-6000.25735758938
MA0928.2	zfh-2	HD-ZF factors	upstream_distal	9394	9394		-6000.51192250373
MA1704.2	zip-8	Jun-related	upstream_distal	8703	8703		-6000.50442376192
MA1843.2	AP4	bHLH-ZIP	upstream_distal	10220	10220		-6000.51497064579
MA1844.2	Atbf	HOX	upstream_distal	24666	24666		-6000.30576502068
MA1845.2	Atoh7	Tal-related	upstream_distal	15375	15375		-6000.51043902439
MA1846.2	Brachyury	Brachyury-related factors	upstream_distal	11113	11113		-6000.5051741204
MA1847.2	Bsx	NK	upstream_distal	24492	24492		-6000.39710926017
MA1848.2	Cebpg	CEBP-related	upstream_distal	24173	24173		-6000.39519298391
MA1849.2	Creb1	CREB-related factors	upstream_distal	7954	7954		-6000.50075433744
MA1850.2	Dlx-b	NK	upstream_distal	23363	23363		-6000.29456833455
MA1851.2	Dlx-c	NK	upstream_distal	23363	23363		-6000.29456833455
MA1852.2	Emx	NK	upstream_distal	24492	24492		-6000.39710926017
MA1853.2	Erf-a	Ets-related	upstream_distal	10812	10812		-6000.50527192009
MA1854.2	Etv1/4/5	Ets-related	upstream_distal	17111	17111		-6000.50862018585
MA1855.2	Fli-Erg-a	Ets-related	upstream_distal	17111	17111		-6000.50862018585
MA1856.2	Fli-Erg-b	Ets-related	upstream_distal	11067	11067		-6000.50853889943
MA1857.2	Fli-Erg-c	Ets-related	upstream_distal	17111	17111		-6000.50862018585
MA1858.2	Fos-b	Fos-related	upstream_distal	8314	8314		-6000.50673562665
MA1859.2	FoxA-a	FOX	upstream_distal	16824	16824		-6000.5093319068
MA1860.2	FoxA-b	FOX	upstream_distal	13695	13695		-6000.51069733479
MA1861.2	FoxB	FOX	upstream_distal	15448	15448		-6000.33480062144
MA1862.2	FoxD-b	FOX	upstream_distal	24859	24859		-6000.16352226558
MA1863.2	FoxE	FOX	upstream_distal	25002	25002		-5999.96676265899
MA1864.2	FoxF	FOX	upstream_distal	24761	24761		-6000.25447275958
MA1865.2	FoxG	FOX	upstream_distal	24968	24968		-6000.39947132329
MA1866.2	FoxI-a	FOX	upstream_distal	25002	25002		-5999.96676265899
MA1867.2	FoxI-b	FOX	upstream_distal	16834	16834		-6000.51128668172
MA1868.2	FoxI-c	FOX	upstream_distal	24915	24915		-6000.16616496087
MA1869.2	FoxK	FOX	upstream_distal	24859	24859		-6000.16352226558
MA1870.2	FoxL2	FOX	upstream_distal	16759	16759		-6000.50963661316
MA1871.2	FoxM	FOX	upstream_distal	25002	25002		-5999.96676265899
MA1872.2	FoxO	FOX	upstream_distal	17640	17640		-6000.50963718821
MA1873.2	FoxQ	FOX	upstream_distal	24690	24690		-5999.86727420008
MA1874.2	GATA-a	C4-GATA-related	upstream_distal	24511	24511		-6000.3040675615
MA1875.2	GATA1/2/3	C4-GATA-related	upstream_distal	24688	24688		-6000.39893875567
MA1877.2	Hes-b	Hairy-related factors	upstream_distal	8788	8788		-6000.50238962221
MA1878.2	Hes-c	Hairy-related factors	upstream_distal	6822	6822		-6000.10099677514
MA1879.2	Hex	""	upstream_distal	24666	24666		-6000.30576502068
MA1880.2	Hey	Hairy-related factors	upstream_distal	8896	8896		-6000.50044964029
MA1881.2	Hmbox1	POU domain factors	upstream_distal	24666	24666		-6000.30576502068
MA1882.2	Hnf1	POU domain factors	upstream_distal	20771	20771		-6000.4021472245
MA1883.2	Hox1	HOX	upstream_distal	24666	24666		-6000.30576502068
MA1884.2	Hox3	HOX	upstream_distal	24495	24495		-6000.10720555215
MA1885.2	Hox4	HOX	upstream_distal	24495	24495		-6000.10720555215
MA1886.2	Hox5	HOX	upstream_distal	24492	24492		-6000.39710926017
MA1887.2	Hsf1-2-4	HSF factors	upstream_distal	8603	8603		-6000.50215041265
MA1888.2	Irf-b	Interferon-regulatory factors	upstream_distal	9159	9159		-6000.26531280708
MA1889.2	Isx	Paired-related HD factors	upstream_distal	24666	24666		-6000.30576502068
MA1891.2	Klf3/8/12	Three-zinc finger Kruppel-related	upstream_distal	16484	16484		-6000.29507401116
MA1892.2	Klf5-like	Three-zinc finger Kruppel-related	upstream_distal	9070	9070		-6000.50882028666
MA1894.2	large-Maf	Maf-related	upstream_distal	24384	24384		-6000.24438156168
MA1895.2	Lhx3/4	HD-LIM	upstream_distal	24666	24666		-6000.30576502068
MA1896.2	Lmx-b	HD-LIM	upstream_distal	20771	20771		-6000.4021472245
MA0118.2	Macho-1	""	upstream_distal	24778	24778		-6000.10444749375
MA1897.2	Max	bHLH-ZIP	upstream_distal	14836	14836		-6000.50626853599
MA1898.2	Meox	HOX	upstream_distal	24495	24495		-6000.10720555215
MA1899.2	Mitf	bHLH-ZIP	upstream_distal	9441	9441		-6000.50672598242
MA1900.2	Mnx	HOX	upstream_distal	24666	24666		-6000.30576502068
MA1901.2	Msx	NK	upstream_distal	24492	24492		-6000.39710926017
MA1902.2	NFkb	NF-kappaB-related factors	upstream_distal	8677	8677		-6000.50962314164
MA1903.2	Nk-1	NK	upstream_distal	24492	24492		-6000.39710926017
MA1904.2	Nk-3	NK	upstream_distal	24666	24666		-6000.30576502068
MA1905.2	Nkx3	NK	upstream_distal	24666	24666		-6000.30576502068
MA1906.2	Noto	NK	upstream_distal	24495	24495		-6000.10720555215
MA1907.2	Otp	Paired-related HD factors	upstream_distal	20771	20771		-6000.4021472245
MA1908.2	Otx	Paired-related HD factors	upstream_distal	5601	5601		-6000.01428316372
MA1909.2	Prop	Paired-related HD factors	upstream_distal	24666	24666		-6000.30576502068
MA1910.2	Rax	Paired-related HD factors	upstream_distal	24666	24666		-6000.30576502068
MA1911.2	Rel	NF-kappaB-related factors	upstream_distal	8977	8977		-6000.50963573577
MA1912.2	Six3/6	HD-SINE	upstream_distal	23044	23044		-6000.51050164902
MA1913.2	small-Maf	Maf-related	upstream_distal	24384	24384		-6000.24438156168
MA1914.2	Snail	More than 3 adjacent zinc fingers	upstream_distal	23171	23171		-6000.2920460921
MA1915.2	SoxB1	SOX-related factors	upstream_distal	16543	16543		-6000.20437647343
MA1916.2	SoxB2	SOX-related factors	upstream_distal	24854	24854		-6000.11334191679
MA1917.2	SoxC	SOX-related factors	upstream_distal	24854	24854		-6000.11334191679
MA1918.2	SoxF	SOX-related factors	upstream_distal	24854	24854		-6000.11334191679
MA1919.2	Tbox-a	TBX1-related factors	upstream_distal	10295	10295		-6000.2403108305
MA1920.2	Tbox-b	TBX1-related factors	upstream_distal	11455	11455		-6000.51051942383
MA1921.2	Tbx15/18/22	TBX1-related factors	upstream_distal	11812	11812		-6000.50719607179
MA1922.2	Tbx2/3	TBX2-related factors	upstream_distal	7770	7770		-6000.14761904762
MA1923.2	Tcf3-4-12	E2A	upstream_distal	23171	23171		-6000.2920460921
MA1924.2	Tlx	NK	upstream_distal	24666	24666		-6000.30576502068
MA1925.2	Uncx-b	Paired-related HD factors	upstream_distal	24666	24666		-6000.30576502068
MA1926.2	Usf	bHLH-ZIP	upstream_distal	8711	8711		-6000.50717483641
MA1927.2	YY1-2	More than 3 adjacent zinc fingers	upstream_distal	11680	11680		-6000.5073630137
MA0619.2	LIN54	tesmin/TSO1-family	upstream_distal	22601	22601		-6000.38852263174
MA0006.2	Ahr::Arnt	PAS domain factors	upstream_distal	24605	24605		-6000.10957122536
MA0854.2	Alx1	Paired-related HD factors	upstream_distal	9465	9465		-6000.26973058637
MA0634.2	ALX3	Paired-related HD factors	upstream_distal	23363	23363		-6000.29456833455
MA0853.2	Alx4	Paired-related HD factors	upstream_distal	10123	10123		-6000.51012545688
MA0690.3	TBX21	TBrain-related factors	upstream_distal	11642	11642		-6000.50549733723
MA0007.4	Ar	Steroid hormone receptors (NR3)	upstream_distal	8894	8894		-6000.11850685856
MA1463.2	ARGFX	Paired-related HD factors	upstream_distal	7992	7992		-6000.51126126126
MA0601.2	Arid3b	ARID-related	upstream_distal	19442	19442		-6000.5093097418
MA0602.2	Arid5a	ARID-related	upstream_distal	9630	9630		-5999.60062305296
MA0259.2	ARNT::HIF1A	PAS domain factors	upstream_distal	24707	24707		-6000.39826769741
MA1464.2	ARNT2	PAS domain factors	upstream_distal	8650	8650		-6000.50531791908
MA0603.2	Arntl	PAS domain factors	upstream_distal	8696	8696		-6000.50781968721
MA0874.2	Arx	Paired-related HD factors	upstream_distal	10538	10538		-6000.51110267603
MA1100.3	ASCL1	MyoD/ASC-related factors	upstream_distal	11854	11854		-6000.31693942973
MA1631.2	ASCL1	MyoD/ASC-related factors	upstream_distal	16463	16463		-6000.3710137885
MA1632.2	ATF2	Jun-related	upstream_distal	13449	13449		-6000.50583686519
MA1988.2	Atf3	Fos-related	upstream_distal	14273	14273		-6000.51082463392
MA0605.3	ATF3	Fos-related	upstream_distal	9133	9133		-6000.49972626738
MA0833.3	ATF4	ATF-4-related factors	upstream_distal	13355	13355		-6000.30467989517
MA1466.2	ATF6	Jun-related	upstream_distal	11933	11933		-6000.50699740216
MA0834.2	ATF7	Jun-related	upstream_distal	9091	9091		-6000.50423495765
MA0461.3	Atoh1	Tal-related	upstream_distal	11990	11990		-6000.51075896581
MA1467.3	Atoh1	Tal-related	upstream_distal	17908	17908		-6000.51167076167
MA0591.2	Bach1::Mafk	Jun-related	upstream_distal	11483	11483		-6000.51180005225
MA0496.4	MAFK	Maf-related	upstream_distal	11551	11551		-6000.50748852913
MA1101.3	BACH2	Jun-related	upstream_distal	7558	7558		-6000.52275734321
MA1470.2	BACH2	Jun-related	upstream_distal	10160	10160		-6000.16023622047
MA0877.4	BARHL1	NK	upstream_distal	21963	21963		-6000.05386331558
MA0635.2	BARHL2	NK	upstream_distal	21963	21963		-6000.05386331558
MA0875.2	BARX1	NK	upstream_distal	24492	24492		-6000.39710926017
MA1471.2	BARX2	NK	upstream_distal	14620	14620		-6000.3220246238
MA1634.2	BATF	B-ATF-related factors	upstream_distal	14273	14273		-6000.51082463392
MA0462.3	BATF::JUN	B-ATF-related factors	upstream_distal	14273	14273		-6000.51082463392
MA0489.3	Jun	Jun-related	upstream_distal	8367	8367		-6000.51499940241
MA0488.2	JUN	Jun-related	upstream_distal	13999	13999		-6000.31180798628
MA0835.3	BATF3	B-ATF-related factors	upstream_distal	14273	14273		-6000.51082463392
MA1989.2	Bcl11B	Factors with multiple dispersed zinc fingers	upstream_distal	18248	18248		-5999.97057211749
MA0463.3	BCL6	More than 3 adjacent zinc fingers	upstream_distal	11358	11358		-6000.50792393027
MA1472.3	Bhlha15	Tal-related	upstream_distal	11539	11539		-6000.50844960569
MA1635.2	BHLHE22	Tal-related	upstream_distal	20893	20893		-6000.50997941894
MA0817.2	BHLHE23	Tal-related	upstream_distal	11041	11041		-6000.51145729553
MA0464.3	BHLHE40	Hairy-related factors	upstream_distal	5005	5005		-6000.51128871129
MA1928.2	BNC2	Factors with multiple dispersed zinc fingers	upstream_distal	14273	14273		-6000.51082463392
MA0876.2	BSX	NK	upstream_distal	24492	24492		-6000.39710926017
MA0465.3	CDX2	HOX	upstream_distal	10401	10401		-6000.50100951832
MA1473.2	CDX4	HOX	upstream_distal	14136	14136		-6000.09684493492
MA0102.5	CEBPA	CEBP-related	upstream_distal	12145	12145		-6000.28275010292
MA0466.4	CEBPB	CEBP-related	upstream_distal	3392	3392		-5999.69545990566
MA0836.3	CEBPD	CEBP-related	upstream_distal	12081	12081		-6000.28077145932
MA0837.3	CEBPE	CEBP-related	upstream_distal	4750	4750		-6000.50715789474
MA1636.2	CEBPG	CEBP-related	upstream_distal	12736	12736		-6000.29907349246
MA0819.3	CLOCK	PAS domain factors	upstream_distal	9857	9857		-6000.5065435731
MA0018.5	CREB1	CREB-related factors	upstream_distal	11184	11184		-6000.50053648069
MA0638.2	CREB3	CREB-related factors	upstream_distal	10088	10088		-6000.50862410785
MA0839.2	CREB3L1	CREB-related factors	upstream_distal	10551	10551		-6000.51227371813
MA1474.2	CREB3L4	CREB-related factors	upstream_distal	11235	11235		-6000.50814419226
MA1475.2	CREB3L4	CREB-related factors	upstream_distal	8890	8890		-6000.50247469066
MA0840.2	Creb5	CREB-related factors	upstream_distal	10123	10123		-6000.50350686555
MA0609.3	CREM	CREB-related factors	upstream_distal	9858	9858		-6000.503347535
MA0467.3	Crx	Paired-related HD factors	upstream_distal	22273	22273		-6000.21995240875
MA0139.2	CTCF	More than 3 adjacent zinc fingers	upstream_distal	16892	16892		-6000.50917594128
MA1929.2	CTCF	More than 3 adjacent zinc fingers	upstream_distal	14220	14220		-6000.31926863573
MA1930.2	CTCF	More than 3 adjacent zinc fingers	upstream_distal	16456	16456		-6000.28913466213
MA1102.3	CTCFL	More than 3 adjacent zinc fingers	upstream_distal	15082	15082		-6000.02791406975
MA0754.3	CUX1	HD-CUT	upstream_distal	6755	6755		-6000.51724648409
MA0650.4	Hoxa13	HOX	upstream_distal	8706	8706		-6000.51286469102
MA0901.3	HOXB13	HOX	upstream_distal	16638	16638		-6000.51214088232
MA0755.2	CUX2	HD-CUT	upstream_distal	6801	6801		-6000.51080723423
MA0639.2	DBP	CEBP-related	upstream_distal	5414	5414		-6000.50997414112
MA0019.2	Ddit3::Cebpa	CEBP-related	upstream_distal	9157	9157		-6000.20880200939
MA0879.3	DLX1	NK	upstream_distal	24492	24492		-6000.39710926017
MA0885.3	Dlx2	NK	upstream_distal	8749	8749		-6000.50737227112
MA0880.2	Dlx3	NK	upstream_distal	23363	23363		-6000.29456833455
MA0881.2	Dlx4	NK	upstream_distal	23363	23363		-6000.29456833455
MA1476.3	Dlx5	NK	upstream_distal	11088	11088		-6000.5119949495
MA0882.2	DLX6	NK	upstream_distal	23363	23363		-6000.29456833455
MA0883.2	Dmbx1	Paired-related HD factors	upstream_distal	9004	9004		-6000.21201688139
MA1603.2	Dmrt1	DMRT factors	upstream_distal	12897	12897		-6000.02550980848
MA0610.2	DMRT3	DMRT factors	upstream_distal	16757	16757		-6000.51053291162
MA1707.2	DMRTA1	DMRT factors	upstream_distal	12990	12990		-6000.51531947652
MA1478.2	DMRTA2	DMRT factors	upstream_distal	23762	23762		-6000.36049154112
MA1479.2	DMRTC2	DMRT factors	upstream_distal	12904	12904		-6000.5127867328
MA1480.2	DPRX	Paired-related HD factors	upstream_distal	9220	9220		-6000.50618221258
MA1481.2	DRGX	Paired-related HD factors	upstream_distal	23363	23363		-6000.29456833455
MA0611.3	Dux	Paired-related HD factors	upstream_distal	7711	7711		-6000.50304759435
MA0864.3	E2F2	E2F	upstream_distal	6889	6889		-6000.49934678473
MA0469.4	E2F3	E2F	upstream_distal	6016	6016		-6000.5078125
MA0756.3	ONECUT2	HD-CUT	upstream_distal	9604	9604		-6000.50957934194
MA0470.3	E2F4	E2F	upstream_distal	7634	7634		-6000.50825255436
MA0471.3	E2F6	E2F	upstream_distal	13529	13529		-6000.50565451992
MA0865.3	E2F8	E2F	upstream_distal	8757	8757		-6000.19504396483
MA0154.5	EBF1	Early B-Cell Factor-related factors	upstream_distal	11247	11247		-6000.50884680359
MA1604.2	Ebf2	Early B-Cell Factor-related factors	upstream_distal	12905	12905		-6000.51197210384
MA1637.2	EBF3	Early B-Cell Factor-related factors	upstream_distal	12674	12674		-6000.51222976172
MA0162.5	EGR1	Three-zinc finger Kruppel-related	upstream_distal	15776	15776		-6000.1159989858
MA0732.2	EGR3	Three-zinc finger Kruppel-related	upstream_distal	15450	15450		-6000.33372168285
MA0733.2	EGR4	Three-zinc finger Kruppel-related	upstream_distal	15637	15637		-6000.1119780009
MA0598.4	EHF	Ets-related	upstream_distal	14159	14159		-6000.51062928173
MA0473.4	ELF1	Ets-related	upstream_distal	15121	15121		-6000.51134184247
MA1483.3	ELF2	Ets-related	upstream_distal	11213	11213		-6000.51244091679
MA0640.3	ELF3	Ets-related	upstream_distal	14381	14381		-6000.50914400946
MA0136.4	Elf5	Ets-related	upstream_distal	15550	15550		-6000.33035369775
MA0028.3	ELK1	Ets-related	upstream_distal	9695	9695		-6000.51077875193
MA0800.2	EOMES	TBrain-related factors	upstream_distal	11971	11971		-6000.28134658759
MA1708.2	ETV7	Ets-related	upstream_distal	12786	12786		-6000.50703894885
MA1495.2	HOXA1	HOX	upstream_distal	23363	23363		-6000.29456833455
MA1932.2	ELK1::HOXB13	Ets-related	upstream_distal	10780	10780		-6000.51103896104
MA0779.2	PAX1	Paired domain only	upstream_distal	12147	12147		-6000.51197826624
MA0014.4	PAX5	Paired domain only	upstream_distal	11627	11627		-6000.5125999828
MA0781.2	PAX9	Paired domain only	upstream_distal	12578	12578		-6000.23270790269
MA0686.2	SPDEF	Ets-related	upstream_distal	9751	9751		-6000.50774279561
MA1933.2	ELK1::SREBF2	Ets-related	upstream_distal	11258	11258		-6000.50888257239
MA0828.3	SREBF2	bHLH-ZIP	upstream_distal	6468	6468		-6000.50881261596
MA0843.2	TEF	CEBP-related	upstream_distal	5631	5631		-6000.51092168354
MA0759.3	ELK3	Ets-related	upstream_distal	10503	10503		-6000.50871179663
MA0076.3	ELK4	Ets-related	upstream_distal	11919	11919		-6000.51103280477
MA0612.3	EMX1	NK	upstream_distal	23363	23363		-6000.29456833455
MA0886.2	EMX2	NK	upstream_distal	23363	23363		-6000.29456833455
MA0027.3	EN1	NK	upstream_distal	23363	23363		-6000.29456833455
MA0642.3	EN2	NK	upstream_distal	15312	15312		-6000.32876175549
MA0760.2	ERF	Ets-related	upstream_distal	11767	11767		-6000.50726608311
MA1934.2	ERF::FIGLA	Ets-related	upstream_distal	13645	13645		-6000.509417369
